umap2_x,umap2_y,umap3_x,umap3_y,umap3_z,cluster,title,url
2.9485743,6.9737797,-0.969678,10.695408,3.0218163,7,"Từ mùa Thu ấy, Việt Nam vươn xa!",https://dantri.com.vn/xa-hoi/tu-mua-thu-ay-viet-nam-vuon-xa-20250819084105053.htm
2.656035,8.015821,-0.4579344,10.444237,2.228308,0,"Người Hà Nội mang quạt, mời nước người lạ xem tập diễu binh",https://dantri.com.vn/doi-song/nguoi-ha-noi-mang-quat-moi-nuoc-nguoi-la-xem-tap-dieu-binh-20250821202020220.htm
2.3949416,7.459665,-0.9336143,10.34871,2.4010465,8,"Chàng trai Hà Nội ""thắng đời"" với ngôi nhà tầm nhìn trên cao xem diễu binh",https://dantri.com.vn/du-lich/chang-trai-ha-noi-thang-doi-voi-ngoi-nha-tam-nhin-tren-cao-xem-dieu-binh-20250821171933625.htm
-0.97288245,8.225813,-1.0269405,8.321884,-0.3208886,8,"Đất đá sạt lở xuống quốc lộ ở Sơn La, nhiều người thoát nạn",https://dantri.com.vn/xa-hoi/dat-da-sat-lo-xuong-quoc-lo-o-son-la-nhieu-nguoi-thoat-nan-20250821161034322.htm
-2.0334015,8.647097,-1.5173665,8.61929,-1.3410435,2,Xác minh clip 2 tài xế lao vào hành hung nhau trên đường Võ Chí Công,https://dantri.com.vn/xa-hoi/xac-minh-clip-2-tai-xe-lao-vao-hanh-hung-nhau-tren-duong-vo-chi-cong-20250821154452163.htm
-2.0206552,8.591713,-1.5923724,8.639739,-1.2791905,2,Công an làm việc với người đóng vai shipper lái ô tô mui trần kéo xe máy,https://dantri.com.vn/xa-hoi/cong-an-lam-viec-voi-nguoi-dong-vai-shipper-lai-o-to-mui-tran-keo-xe-may-20250821093427701.htm
2.27758,5.9771132,-1.5466944,9.85211,3.8350968,7,"Ông Lâm Minh Hiển được chỉ định làm Bí thư, Chủ tịch đặc khu Thổ Châu",https://dantri.com.vn/xa-hoi/ong-lam-minh-hien-duoc-chi-dinh-lam-bi-thu-chu-tich-dac-khu-tho-chau-20250820152155698.htm
2.3175857,5.965772,-1.5440965,9.840305,3.8408694,7,Bí thư Lâm Đồng chỉ đạo đẩy nhanh tiến độ cao tốc Bảo Lộc - Liên Khương,https://dantri.com.vn/xa-hoi/bi-thu-lam-dong-chi-dao-day-nhanh-tien-do-cao-toc-bao-loc-lien-khuong-20250820144615962.htm
2.399674,5.8974366,-1.6312768,9.919667,3.8542712,7,Ông Nguyễn Thanh Nghị làm Bí thư Đảng ủy các cơ quan Đảng TPHCM,https://dantri.com.vn/xa-hoi/ong-nguyen-thanh-nghi-lam-bi-thu-dang-uy-cac-co-quan-dang-tphcm-20250820113935857.htm
-1.6734434,8.657264,-1.2401894,8.510439,-1.0869901,2,Nam dân quân tử vong sau khi xe máy trượt vào bánh ô tô tải ở TPHCM,https://dantri.com.vn/xa-hoi/nam-dan-quan-tu-vong-sau-khi-xe-may-truot-vao-banh-o-to-tai-o-tphcm-20250821153019701.htm
-0.8948177,8.043641,-0.97568,8.124789,-0.11522596,7,"Các tỉnh vùng núi Bắc Bộ mưa cường suất lớn, nguy cơ lũ quét, sạt lở đất",https://dantri.com.vn/xa-hoi/cac-tinh-vung-nui-bac-bo-mua-cuong-suat-lon-nguy-co-lu-quet-sat-lo-dat-20250821144015697.htm
-1.7208842,8.825906,-1.1526952,8.738248,-1.135228,2,Người đàn ông đốt phòng trọ người yêu cũ ở TPHCM,https://dantri.com.vn/xa-hoi/nguoi-dan-ong-dot-phong-tro-nguoi-yeu-cu-o-tphcm-20250821143239049.htm
2.1439369,7.0868545,-1.1729058,10.024013,2.5889835,7,"Vị trí hơn 270 màn hình led để người dân xem diễu binh, diễu hành ở Hà Nội",https://dantri.com.vn/xa-hoi/vi-tri-hon-270-man-hinh-led-de-nguoi-dan-xem-dieu-binh-dieu-hanh-o-ha-noi-20250821141025532.htm
0.60453814,7.1869254,-1.0466912,8.546695,1.4706801,8,Nỗ lực đưa máy bay C-119 về sân bay Tà Cơn trong năm nay,https://dantri.com.vn/xa-hoi/no-luc-dua-may-bay-c-119-ve-san-bay-ta-con-trong-nam-nay-20250821112112780.htm
2.486661,7.1257243,-1.1073314,10.390405,2.7412832,7,Các chiến sĩ tổng hợp luyện diễu binh trong tiếng reo hò cổ vũ của nhân dân,https://dantri.com.vn/xa-hoi/cac-chien-si-tong-hop-luyen-dieu-binh-trong-tieng-reo-ho-co-vu-cua-nhan-dan-20250821133403301.htm
2.043851,7.9866066,-0.92048925,10.193559,1.4760551,8,"Lão nông nghèo vớt được cổ vật, giới buôn đồ cổ trả 2 tỷ đồng",https://dantri.com.vn/xa-hoi/lao-nong-ngheo-vot-duoc-co-vat-gioi-buon-do-co-tra-2-ty-dong-20250821130226567.htm
2.6791077,6.447389,-1.0496241,10.182877,3.5576255,7,18 tác phẩm được trao Giải Báo chí toàn quốc về ngành Tư pháp,https://dantri.com.vn/xa-hoi/18-tac-pham-duoc-trao-giai-bao-chi-toan-quoc-ve-nganh-tu-phap-20250821130904951.htm
2.609808,7.041875,-1.1409353,10.45676,2.8072546,7,"Lộ trình của khối xe pháo quân sự, đặc chủng công an tổng hợp luyện tối nay",https://dantri.com.vn/xa-hoi/lo-trinh-cua-khoi-xe-phao-quan-su-dac-chung-cong-an-tong-hop-luyen-toi-nay-20250821130316295.htm
-3.016616,9.656803,-1.229363,9.865047,-2.1474924,2,"Chưa chốt “số phận” đàn hổ, chủ trại nuôi mỗi ngày mất tiền triệu",https://dantri.com.vn/xa-hoi/chua-chot-so-phan-dan-ho-chu-trai-nuoi-moi-ngay-mat-tien-trieu-20250821112956042.htm
0.62520903,5.0717244,-0.6989863,8.175012,3.9179301,1,"Vingroup được vinh danh ""doanh nghiệp tư nhân nộp ngân sách lớn nhất cả nước""",https://dantri.com.vn/xa-hoi/vingroup-duoc-vinh-danh-doanh-nghiep-tu-nhan-nop-ngan-sach-lon-nhat-ca-nuoc-20250821152128772.htm
1.6044667,6.5489635,-1.3199286,9.350805,2.9796848,7,TPHCM quy hoạch không gian ngầm ra sao sau sáp nhập?,https://dantri.com.vn/xa-hoi/tphcm-quy-hoach-khong-gian-ngam-ra-sao-sau-sap-nhap-20250821121300617.htm
1.7687582,6.9052696,-1.3002228,9.6580715,2.6596081,8,TPHCM cấm đường ở khu trung tâm trong 2 ngày,https://dantri.com.vn/xa-hoi/tphcm-cam-duong-o-khu-trung-tam-trong-2-ngay-20250821120444936.htm
-0.8847246,7.8240023,-0.96504724,7.936173,-0.07463933,8,"TPHCM mưa hơn 100mm, nhiều tuyến đường ngập",https://dantri.com.vn/xa-hoi/tphcm-mua-hon-100mm-nhieu-tuyen-duong-ngap-20250821113617387.htm
2.3650067,5.9525194,-1.5186484,9.892184,3.855175,7,Đảng ủy Mặt trận tổ quốc chỉ định Bí thư Đảng ủy Tổng Liên đoàn lao động,https://dantri.com.vn/lao-dong-viec-lam/dang-uy-mat-tran-to-quoc-chi-dinh-bi-thu-dang-uy-tong-lien-doan-lao-dong-20250819185352370.htm
2.3896298,5.8853016,-1.640659,9.918793,3.8567011,7,"Bà Nguyễn Thị Hiền giữ chức Bí thư phường An Phú, TPHCM",https://dantri.com.vn/xa-hoi/ba-nguyen-thi-hien-giu-chuc-bi-thu-phuong-an-phu-tphcm-20250819132812331.htm
2.3042424,5.953863,-1.5505364,9.826095,3.8477917,7,Trưởng Ban Nội chính Trung ương: Yêu cầu của dân phải giải quyết từ cấp xã,https://dantri.com.vn/xa-hoi/truong-ban-noi-chinh-trung-uong-yeu-cau-cua-dan-phai-giai-quyet-tu-cap-xa-20250819153001944.htm
3.3739843,5.975728,-2.1343126,10.725515,3.061499,7,Bhutan mong muốn học hỏi kinh nghiệm phát triển kinh tế của Việt Nam,https://dantri.com.vn/xa-hoi/bhutan-mong-muon-hoc-hoi-kinh-nghiem-phat-trien-kinh-te-cua-viet-nam-20250819125958634.htm
2.4861739,6.623909,-1.2664735,10.2052965,3.2149186,7,Thủ tướng: “Tự tin làm tiếp công trình thế kỷ như đường sắt tốc độ cao”,https://dantri.com.vn/xa-hoi/thu-tuong-tu-tin-lam-tiep-cong-trinh-the-ky-nhu-duong-sat-toc-do-cao-20250819124555687.htm
2.7531283,6.567944,-1.3875476,10.430383,3.2060452,7,Tổng Bí thư Tô Lâm dự Lễ bàn giao công trình Tòa nhà Bắc Bộ Phủ,https://dantri.com.vn/xa-hoi/tong-bi-thu-to-lam-du-le-ban-giao-cong-trinh-toa-nha-bac-bo-phu-20250819120233623.htm
3.3974538,5.958561,-2.1305346,10.722929,3.0614703,7,Chủ tịch nước Lương Cường chủ trì lễ đón Quốc vương Bhutan,https://dantri.com.vn/xa-hoi/chu-tich-nuoc-luong-cuong-chu-tri-le-don-quoc-vuong-bhutan-20250819111251581.htm
-0.9526207,8.2899065,-1.0149053,8.374724,-0.2751235,7,"Bộ đội đào được két sắt, trả lại cho người dân vùng lũ",https://dantri.com.vn/xa-hoi/bo-doi-dao-duoc-ket-sat-tra-lai-cho-nguoi-dan-vung-lu-20250806162205414.htm
-0.9303139,8.164356,-1.0024617,8.274396,-0.19756268,7,"Bộ Công an hỗ trợ xây trường học, nhà ở cho người dân vùng lũ",https://dantri.com.vn/xa-hoi/bo-cong-an-ho-tro-xay-truong-hoc-nha-o-cho-nguoi-dan-vung-lu-20250806152058690.htm
1.0709132,12.258105,3.0800228,9.636822,-0.026485108,6,Học tập và làm theo Bác bằng tấm lòng người thầy thuốc,https://dantri.com.vn/xa-hoi/hoc-tap-va-lam-theo-bac-bang-tam-long-nguoi-thay-thuoc-20250806074323096.htm
2.2227385,8.473544,-0.3573952,10.157009,1.6486146,7,"Cà Mau: Góp nghìn đồng, nối triệu tấm lòng",https://dantri.com.vn/xa-hoi/ca-mau-gop-nghin-dong-noi-trieu-tam-long-20250804080238977.htm
-0.8598683,7.724921,-0.9493967,7.7998767,-0.013217676,8,"Ảnh hưởng áp thấp nhiệt đới, nhiều nơi ở miền Bắc mưa rất to",https://dantri.com.vn/xa-hoi/anh-huong-ap-thap-nhiet-doi-nhieu-noi-o-mien-bac-mua-rat-to-20250818195619770.htm
-3.5518668,9.467124,-1.7025399,10.08017,-2.2980127,2,Vụ nhà công sản hoang tàn sau bàn giao: Đơn vị chủ quản nhận lỗi,https://dantri.com.vn/xa-hoi/vu-nha-cong-san-hoang-tan-sau-ban-giao-don-vi-chu-quan-nhan-loi-20250818181103996.htm
1.2333221,6.205581,-1.2398862,8.829893,3.2802382,1,Hà Nội tính tăng giá thu gom rác lên 43.000 đồng/người mỗi tháng,https://dantri.com.vn/xa-hoi/ha-noi-tinh-tang-gia-thu-gom-rac-len-43000-dongnguoi-moi-thang-20250818085932557.htm
-0.84951097,7.7451653,-0.9416255,7.8034225,0.004164023,8,"Áp thấp nhiệt đới vào Vịnh Bắc Bộ, nhiều nơi bị ảnh hưởng",https://dantri.com.vn/xa-hoi/ap-thap-nhiet-doi-vao-vinh-bac-bo-nhieu-noi-bi-anh-huong-20250818062849649.htm
2.5251672,7.0726156,-1.1279097,10.411792,2.7584925,7,Chi tiết hướng di chuyển các khối diễu binh buổi tổng hợp luyện tối 21/8,https://dantri.com.vn/xa-hoi/chi-tiet-huong-di-chuyen-cac-khoi-dieu-binh-buoi-tong-hop-luyen-toi-218-20250820171725599.htm
-2.0229237,8.463097,-1.6240267,8.531676,-1.2162299,2,Tài xế xe khách bị phạt 5 triệu đồng vì lái xe ở làn dừng khẩn cấp cao tốc,https://dantri.com.vn/xa-hoi/tai-xe-xe-khach-bi-phat-5-trieu-dong-vi-lai-xe-o-lan-dung-khan-cap-cao-toc-20250819215654590.htm
2.2369277,6.016324,-1.5514472,9.745435,3.7201324,7,Cao tốc Gia Nghĩa - Chơn Thành vướng quy hoạch khoáng sản,https://dantri.com.vn/xa-hoi/cao-toc-gia-nghia-chon-thanh-vuong-quy-hoach-khoang-san-20250819171247299.htm
1.5787553,6.5718107,-1.3056915,9.365378,2.9966722,7,Khởi công nhà ga T2 Cát Bi hơn 2.600 tỷ đồng,https://dantri.com.vn/xa-hoi/khoi-cong-nha-ga-t2-cat-bi-hon-2600-ty-dong-20250819181350827.htm
1.5361843,6.649181,-1.2928052,9.353717,2.866442,7,Đầu tư hơn 537 tỷ đồng hoàn thiện nút giao cao tốc Đà Nẵng - Quảng Ngãi,https://dantri.com.vn/xa-hoi/dau-tu-hon-537-ty-dong-hoan-thien-nut-giao-cao-toc-da-nang-quang-ngai-20250819170836819.htm
-1.2044755,8.404028,-1.1124231,8.42105,-0.573468,8,Hố sụt sâu hơn 1m bất ngờ xuất hiện trên phố Hà Nội,https://dantri.com.vn/xa-hoi/ho-sut-sau-hon-1m-bat-ngo-xuat-hien-tren-pho-ha-noi-20250812142646966.htm
-1.6466883,8.709404,-1.2172978,8.597753,-1.0909247,2,Vụ phó bí thư xã tông nhiều người ở nhà văn hóa: Tài xế có nồng độ cồn,https://dantri.com.vn/xa-hoi/vu-pho-bi-thu-xa-tong-nhieu-nguoi-o-nha-van-hoa-tai-xe-co-nong-do-con-20250812095653846.htm
-1.6425103,8.730267,-1.2143934,8.535273,-1.1226225,2,Vụ ô tô lùi trúng nhóm người ở nhà văn hóa: Tài xế là phó bí thư xã,https://dantri.com.vn/xa-hoi/vu-o-to-lui-trung-nhom-nguoi-o-nha-van-hoa-tai-xe-la-pho-bi-thu-xa-20250812091422349.htm
-1.5785352,8.746852,-1.1999683,8.568398,-1.0538493,2,"Tài xế lùi xe trúng nhóm trẻ ở nhà văn hóa, 1 người chết, 7 người bị thương",https://dantri.com.vn/xa-hoi/tai-xe-lui-xe-trung-nhom-tre-o-nha-van-hoa-1-nguoi-chet-7-nguoi-bi-thuong-20250811234526892.htm
2.3068776,5.966064,-1.531124,9.79405,3.8323197,7,Phó Thủ tướng Lê Thành Long dự Đại hội Đảng bộ phường Sầm Sơn,https://dantri.com.vn/xa-hoi/pho-thu-tuong-le-thanh-long-du-dai-hoi-dang-bo-phuong-sam-son-20250815171633138.htm
2.3973937,5.887516,-1.6584282,9.934111,3.8561447,7,Nguyên Chủ tịch nước Nguyễn Minh Triết dự Đại hội Đảng bộ phường Phú An,https://dantri.com.vn/xa-hoi/nguyen-chu-tich-nuoc-nguyen-minh-triet-du-dai-hoi-dang-bo-phuong-phu-an-20250815143039860.htm
2.4093585,5.8678837,-1.6807817,9.942403,3.8702552,7,"Phường Bà Rịa phát triển thương mại, tận dụng lợi thế cao tốc",https://dantri.com.vn/xa-hoi/phuong-ba-ria-phat-trien-thuong-mai-tan-dung-loi-the-cao-toc-20250815132222505.htm
2.4031608,5.881729,-1.6643645,9.940248,3.8585072,7,Nguyên Chủ tịch nước Trương Tấn Sang dự Đại hội Đảng bộ phường Tân Định,https://dantri.com.vn/xa-hoi/nguyen-chu-tich-nuoc-truong-tan-sang-du-dai-hoi-dang-bo-phuong-tan-dinh-20250815084704386.htm
-0.9947311,8.499212,-1.0139863,8.64127,-0.36972615,2,Thanh niên tử vong khi đi bắt cá cùng nhóm bạn,https://dantri.com.vn/xa-hoi/thanh-nien-tu-vong-khi-di-bat-ca-cung-nhom-ban-20250821110818587.htm
-1.7530934,8.730135,-1.2614369,8.574896,-1.20991,2,Thi thể người đàn ông bị biến dạng nằm trên đường ở TPHCM,https://dantri.com.vn/xa-hoi/thi-the-nguoi-dan-ong-bi-bien-dang-nam-tren-duong-o-tphcm-20250821110815359.htm
2.6949618,6.79984,-1.1891079,10.5086975,3.0701401,7,Lữ đoàn vận hành cầu phao Phong Châu được phong tặng Anh hùng,https://dantri.com.vn/xa-hoi/lu-doan-van-hanh-cau-phao-phong-chau-duoc-phong-tang-anh-hung-20250821104632661.htm
2.6415174,7.044113,-1.1262988,10.470313,2.830107,7,"Tối nay sẽ tổng hợp luyện diễu binh, diễu hành tại Quảng trường Ba Đình",https://dantri.com.vn/xa-hoi/toi-nay-se-tong-hop-luyen-dieu-binh-dieu-hanh-tai-quang-truong-ba-dinh-20250821102247828.htm
-0.91257584,8.167796,-0.9740725,8.244565,-0.1949981,8,"Nhà dân ở Vũng Tàu, Đồng Nai ngập sâu sau mưa lớn",https://dantri.com.vn/xa-hoi/nha-dan-o-vung-tau-dong-nai-ngap-sau-sau-mua-lon-20250821090609488.htm
2.608046,6.668191,-1.2415426,10.347418,3.1727543,7,"Bố trí lực lượng nhiều lớp, nhiều vòng bảo vệ lễ diễu binh mừng Quốc khánh",https://dantri.com.vn/xa-hoi/bo-tri-luc-luong-nhieu-lop-nhieu-vong-bao-ve-le-dieu-binh-mung-quoc-khanh-20250821090601113.htm
1.6254039,8.04003,-0.7382052,9.780795,1.2274864,8,Dịch vụ đạp vịt hồ Xuân Hương Đà Lạt trở lại sau gần 1 năm ngưng hoạt động,https://dantri.com.vn/xa-hoi/dich-vu-dap-vit-ho-xuan-huong-da-lat-tro-lai-sau-gan-1-nam-ngung-hoat-dong-20250821090911156.htm
1.6121763,6.9636087,-1.2482865,9.574136,2.4718816,7,"Hà Nội dừng hoạt động 19 tuyến buýt trong thời gian cấm đường, phân luồng",https://dantri.com.vn/xa-hoi/ha-noi-dung-hoat-dong-19-tuyen-buyt-trong-thoi-gian-cam-duong-phan-luong-20250821090029785.htm
-2.0245836,8.474355,-1.6280327,8.541443,-1.2197107,2,"Phạt lái xe khách lấn sang làn ngược chiều, suýt gây tai nạn trên cao tốc",https://dantri.com.vn/xa-hoi/phat-lai-xe-khach-lan-sang-lan-nguoc-chieu-suyt-gay-tai-nan-tren-cao-toc-20250821091000992.htm
2.7144356,6.5650053,-1.3352455,10.380418,3.3413255,7,"Tổng Bí thư Tô Lâm gặp mặt các nguyên lãnh đạo Đảng, Nhà nước",https://dantri.com.vn/xa-hoi/tong-bi-thu-to-lam-gap-mat-cac-nguyen-lanh-dao-dang-nha-nuoc-20250818094748663.htm
2.5525112,6.6332273,-1.2256241,10.236006,3.204219,7,Từ mùa Thu cách mạng đến mùa Thu kiến thiết,https://dantri.com.vn/xa-hoi/tu-mua-thu-cach-mang-den-mua-thu-kien-thiet-20250818094622208.htm
2.027944,7.990775,-0.9171855,10.177069,1.4778969,7,Di sản thế giới góp phần làm phong phú thêm văn hóa đậm đà bản sắc Việt Nam,https://dantri.com.vn/xa-hoi/di-san-the-gioi-gop-phan-lam-phong-phu-them-van-hoa-dam-da-ban-sac-viet-nam-20250818064830367.htm
1.7951345,6.0434875,-1.4466155,9.330394,3.7039583,7,Quy định mới của Chính phủ về tạm sử dụng rừng để thi công dự án cấp thiết,https://dantri.com.vn/xa-hoi/quy-dinh-moi-cua-chinh-phu-ve-tam-su-dung-rung-de-thi-cong-du-an-cap-thiet-20250817081511380.htm
2.2431443,6.063546,-1.4716394,9.763892,3.802207,7,Học và làm theo Bác: Từ nhận thức đến hành động trong giai đoạn mới,https://dantri.com.vn/xa-hoi/hoc-va-lam-theo-bac-tu-nhan-thuc-den-hanh-dong-trong-giai-doan-moi-20250710162031975.htm
-2.89522,8.713985,-1.9879049,9.477758,-1.7965753,2,"Nhặt được hơn 53 triệu đồng, nam thanh niên đến công an trình báo",https://dantri.com.vn/xa-hoi/nhat-duoc-hon-53-trieu-dong-nam-thanh-nien-den-cong-an-trinh-bao-20250710142813582.htm
